Seq_1,1,1000,plus
Seq_1,960,1,minus
Seq_10,1,995,plus
Seq_10,788,1,minus
Seq_100,1,1000,plus
Seq_101,1,1000,plus
Seq_102,1,1000,plus
Seq_103,1,1000,plus
Seq_104,1,1000,plus
Seq_105,1,1000,plus
Seq_106,1,1000,plus
Seq_107,1,1000,plus
Seq_108,1,1000,plus
Seq_109,1,1000,plus
Seq_11,1,1000,plus
Seq_11,804,1,minus
Seq_110,1,1000,plus
Seq_111,1,1000,plus
Seq_112,1,1000,plus
Seq_113,1,1000,plus
Seq_114,1,1000,plus
Seq_115,1,1000,plus
Seq_116,1,1000,plus
Seq_117,1,1000,plus
Seq_118,1,1000,plus
Seq_119,1,1000,plus
Seq_12,1,1000,plus
Seq_12,793,1,minus
Seq_120,1,1000,plus
Seq_121,1,1000,plus
Seq_122,1,1000,plus
Seq_123,1,1000,plus
Seq_124,1,1000,plus
Seq_125,1,1000,plus
Seq_126,1,1000,plus
Seq_127,1,1000,plus
Seq_128,1,1000,plus
Seq_129,1,1000,plus
Seq_13,1,1000,plus
Seq_13,815,1,minus
Seq_130,1,1000,plus
Seq_131,1,1000,plus
Seq_132,1,1000,plus
Seq_133,1,1000,plus
Seq_134,1,1000,plus
Seq_135,1,1000,plus
Seq_136,1,1000,plus
Seq_137,1,1000,plus
Seq_138,1,1000,plus
Seq_139,1,1000,plus
Seq_14,1,1000,plus
Seq_14,815,1,minus
Seq_140,1,1000,plus
Seq_141,1,1000,plus
Seq_143,1,1000,plus
Seq_144,1,1000,plus
Seq_145,1,1000,plus
Seq_146,1,1000,plus
Seq_147,1,1000,plus
Seq_148,1,1000,plus
Seq_149,1,1000,plus
Seq_15,1,1000,plus
Seq_15,811,1,minus
Seq_150,1,1000,plus
Seq_151,1,1000,plus
Seq_152,1,1000,plus
Seq_153,1,1000,plus
Seq_154,1,1000,plus
Seq_155,1,1000,plus
Seq_156,1,1000,plus
Seq_157,1,1000,plus
Seq_158,1,1000,plus
Seq_159,1,1000,plus
Seq_16,1,1000,plus
Seq_16,811,1,minus
Seq_160,1,1000,plus
Seq_161,1,1000,plus
Seq_162,1,1000,plus
Seq_163,1,1000,plus
Seq_164,1,1000,plus
Seq_165,1,1000,plus
Seq_166,1,1000,plus
Seq_167,1,1000,plus
Seq_168,1,1000,plus
Seq_169,1,1000,plus
Seq_17,1,1000,plus
Seq_17,811,1,minus
Seq_170,1,1000,plus
Seq_171,1,1000,plus
Seq_172,1,1000,plus
Seq_173,1,1000,plus
Seq_174,1,1000,plus
Seq_175,1,1000,plus
Seq_176,1,1000,plus
Seq_177,1,1000,plus
Seq_178,1,1000,plus
Seq_179,1,1000,plus
Seq_18,1,1000,plus
Seq_18,815,1,minus
Seq_180,1,1000,plus
Seq_181,1,1000,plus
Seq_182,1,1000,plus
Seq_183,1,1000,plus
Seq_184,1,1000,plus
Seq_185,1,1000,plus
Seq_186,1,1000,plus
Seq_187,1,1000,plus
Seq_188,1,1000,plus
Seq_189,1,1000,plus
Seq_19,1,1000,plus
Seq_19,815,1,minus
Seq_190,1,1000,plus
Seq_191,1,1000,plus
Seq_192,1,1000,plus
Seq_193,1,1000,plus
Seq_194,1,1000,plus
Seq_195,1,1000,plus
Seq_196,1,1000,plus
Seq_197,1,1000,plus
Seq_198,1,1000,plus
Seq_199,1,1000,plus
Seq_2,1,1000,plus
Seq_2,960,1,minus
Seq_20,1,1000,plus
Seq_20,815,1,minus
Seq_200,1,1000,plus
Seq_201,1,1000,plus
Seq_202,1,1000,plus
Seq_203,1,1000,plus
Seq_204,1,1000,plus
Seq_205,1,1000,plus
Seq_206,1,1000,plus
Seq_207,1,1000,plus
Seq_208,1,1000,plus
Seq_209,1,1000,plus
Seq_21,1,1000,plus
Seq_21,852,1,minus
Seq_210,1,1000,plus
Seq_211,1,1000,plus
Seq_212,1,1000,plus
Seq_213,1,1000,plus
Seq_214,1,1000,plus
Seq_215,1,1000,plus
Seq_215,769,1,minus
Seq_216,1,1000,plus
Seq_216,769,1,minus
Seq_217,1,1000,plus
Seq_217,769,1,minus
Seq_218,1,997,plus
Seq_218,766,1,minus
Seq_22,1,1000,plus
Seq_22,852,1,minus
Seq_220,1,1000,plus
Seq_220,963,1,minus
Seq_221,1,1000,plus
Seq_221,963,1,minus
Seq_222,1,1000,plus
Seq_222,963,1,minus
Seq_223,1,1000,plus
Seq_223,944,1,minus
Seq_224,1,1000,plus
Seq_224,944,1,minus
Seq_225,1,1000,plus
Seq_225,944,1,minus
Seq_226,1,1000,plus
Seq_226,947,1,minus
Seq_227,1,999,plus
Seq_227,943,1,minus
Seq_229,1,1000,plus
Seq_229,963,1,minus
Seq_23,1,1000,plus
Seq_23,852,1,minus
Seq_230,1,1000,plus
Seq_230,963,1,minus
Seq_231,1,1000,plus
Seq_231,963,1,minus
Seq_232,1,984,plus
Seq_232,947,1,minus
Seq_233,1,1000,plus
Seq_233,1000,453,minus
Seq_234,1,1000,plus
Seq_234,1000,453,minus
Seq_235,112,1000,plus
Seq_235,952,1,minus
Seq_236,1,1000,plus
Seq_236,949,1,minus
Seq_237,1,1000,plus
Seq_237,949,1,minus
Seq_238,1,1000,plus
Seq_238,949,1,minus
Seq_239,1,1000,plus
Seq_239,949,1,minus
Seq_24,1,1000,plus
Seq_24,827,1,minus
Seq_240,1,1000,plus
Seq_240,949,1,minus
Seq_241,1,1000,plus
Seq_241,816,1,minus
Seq_242,1,1000,plus
Seq_242,816,1,minus
Seq_243,1,1000,plus
Seq_243,828,1,minus
Seq_244,1,1000,plus
Seq_244,828,1,minus
Seq_245,1,1000,plus
Seq_245,828,1,minus
Seq_246,1,1000,plus
Seq_246,804,1,minus
Seq_247,1,1000,plus
Seq_247,816,1,minus
Seq_248,1,1000,plus
Seq_248,816,1,minus
Seq_249,1,1000,plus
Seq_249,841,1,minus
Seq_25,1,1000,plus
Seq_25,827,1,minus
Seq_250,1,1000,plus
Seq_250,841,1,minus
Seq_251,1,1000,plus
Seq_251,841,1,minus
Seq_252,1,1000,plus
Seq_252,816,1,minus
Seq_253,1,1000,plus
Seq_253,816,1,minus
Seq_254,1,1000,plus
Seq_254,816,1,minus
Seq_255,1,1000,plus
Seq_255,816,1,minus
Seq_256,1,1000,plus
Seq_256,802,1,minus
Seq_257,1,1000,plus
Seq_257,802,1,minus
Seq_258,1,1000,plus
Seq_258,798,1,minus
Seq_259,1,1000,plus
Seq_259,798,1,minus
Seq_26,1,1000,plus
Seq_26,827,1,minus
Seq_260,1,1000,plus
Seq_260,798,1,minus
Seq_261,1,1000,plus
Seq_261,802,1,minus
Seq_262,1,1000,plus
Seq_262,802,1,minus
Seq_263,1,1000,plus
Seq_263,802,1,minus
Seq_264,1,1000,plus
Seq_264,782,1,minus
Seq_265,1,1000,plus
Seq_265,791,1,minus
Seq_266,1,995,plus
Seq_266,777,1,minus
Seq_267,387,1,minus
Seq_269,112,1000,plus
Seq_27,1,1000,plus
Seq_27,827,1,minus
Seq_270,1,1000,plus
Seq_271,1,1000,plus
Seq_272,1,1000,plus
Seq_273,1,1000,plus
Seq_274,1,1000,plus
Seq_275,1,1000,plus
Seq_276,1,1000,plus
Seq_277,1,1000,plus
Seq_278,1,1000,plus
Seq_279,1,1000,plus
Seq_28,1,1000,plus
Seq_28,828,1,minus
Seq_280,1,1000,plus
Seq_281,1,1000,plus
Seq_282,1,1000,plus
Seq_283,1,1000,plus
Seq_284,1,1000,plus
Seq_285,1,1000,plus
Seq_286,1,1000,plus
Seq_287,1,1000,plus
Seq_288,1,1000,plus
Seq_289,1,1000,plus
Seq_29,1,1000,plus
Seq_29,828,1,minus
Seq_290,1,1000,plus
Seq_291,1,1000,plus
Seq_292,1,1000,plus
Seq_293,1,1000,plus
Seq_294,1,1000,plus
Seq_295,1,1000,plus
Seq_296,1,1000,plus
Seq_297,1,1000,plus
Seq_298,1,1000,plus
Seq_299,1,1000,plus
Seq_3,1,1000,plus
Seq_3,960,1,minus
Seq_30,1,1000,plus
Seq_30,816,1,minus
Seq_300,1,995,plus
Seq_304,1,1000,plus
Seq_305,1,1000,plus
Seq_306,1,1000,plus
Seq_307,1,1000,plus
Seq_308,1,1000,plus
Seq_309,1,1000,plus
Seq_31,1,1000,plus
Seq_31,821,1,minus
Seq_310,1,1000,plus
Seq_311,1,1000,plus
Seq_312,1,1000,plus
Seq_313,1,1000,plus
Seq_314,1,1000,plus
Seq_315,1,1000,plus
Seq_316,1,1000,plus
Seq_317,1,1000,plus
Seq_318,1,1000,plus
Seq_319,1,1000,plus
Seq_32,1,1000,plus
Seq_32,821,1,minus
Seq_320,1,1000,plus
Seq_321,1,1000,plus
Seq_322,1,1000,plus
Seq_323,1,1000,plus
Seq_324,1,1000,plus
Seq_325,1,1000,plus
Seq_326,1,1000,plus
Seq_327,1,1000,plus
Seq_328,1,1000,plus
Seq_329,1,1000,plus
Seq_33,1,1000,plus
Seq_33,821,1,minus
Seq_330,1,1000,plus
Seq_331,1,1000,plus
Seq_332,1,1000,plus
Seq_333,1,1000,plus
Seq_334,1,1000,plus
Seq_335,1,1000,plus
Seq_336,1,1000,plus
Seq_337,1,1000,plus
Seq_338,1,1000,plus
Seq_339,1,1000,plus
Seq_34,1,1000,plus
Seq_34,829,1,minus
Seq_340,1,1000,plus
Seq_341,1,1000,plus
Seq_342,1,1000,plus
Seq_343,1,1000,plus
Seq_344,1,1000,plus
Seq_345,1,1000,plus
Seq_346,1,1000,plus
Seq_347,1,1000,plus
Seq_348,1,1000,plus
Seq_349,1,1000,plus
Seq_35,1,1000,plus
Seq_35,829,1,minus
Seq_350,1,1000,plus
Seq_351,1,1000,plus
Seq_352,1,1000,plus
Seq_353,1,1000,plus
Seq_354,1,1000,plus
Seq_355,1,1000,plus
Seq_356,1,1000,plus
Seq_357,1,1000,plus
Seq_358,1,1000,plus
Seq_359,1,1000,plus
Seq_36,1,1000,plus
Seq_36,841,1,minus
Seq_360,1,1000,plus
Seq_361,1,1000,plus
Seq_362,1,1000,plus
Seq_363,1,1000,plus
Seq_364,1,1000,plus
Seq_365,1,1000,plus
Seq_366,1,1000,plus
Seq_367,1,986,plus
Seq_369,1,1000,plus
Seq_37,1,1000,plus
Seq_37,841,1,minus
Seq_370,1,1000,plus
Seq_371,1,1000,plus
Seq_372,1,1000,plus
Seq_373,1,1000,plus
Seq_374,1,996,plus
Seq_375,1,1000,plus
Seq_376,1,1000,plus
Seq_377,1,1000,plus
Seq_378,1,1000,plus
Seq_379,1,1000,plus
Seq_38,1,1000,plus
Seq_38,841,1,minus
Seq_380,1,1000,plus
Seq_381,1,1000,plus
Seq_382,1,1000,plus
Seq_383,1,1000,plus
Seq_384,1,1000,plus
Seq_385,1,1000,plus
Seq_386,1,1000,plus
Seq_387,1,1000,plus
Seq_388,1,1000,plus
Seq_389,1,1000,plus
Seq_39,1,1000,plus
Seq_39,960,1,minus
Seq_390,1,1000,plus
Seq_391,1,1000,plus
Seq_392,1,1000,plus
Seq_393,1,1000,plus
Seq_394,1,1000,plus
Seq_395,1,1000,plus
Seq_396,1,1000,plus
Seq_397,1,1000,plus
Seq_398,1,1000,plus
Seq_399,1,1000,plus
Seq_4,1,1000,plus
Seq_4,960,1,minus
Seq_40,1,1000,plus
Seq_40,960,1,minus
Seq_400,1,1000,plus
Seq_401,1,1000,plus
Seq_402,1,1000,plus
Seq_403,1,1000,plus
Seq_404,1,1000,plus
